Query,Label,query_len,num_words_query,no_single_qts,no_double_qts,no_punct,no_single_cmnt,no_mult_cmnt,no_space,no_perc,no_log_opt,no_arith,no_null,no_hexa,no_alpha,no_digit,len_of_chr_char_null,genuine_keywords
"insert into thirty ( stems, prepare, sure, lovely, surface, food )  values  ( 'cap', 'view'. official', 'learn', 'buffalo', 'giant', 'fish' )  ",0,143,21,13,0,28,0,0,21,0,0,0,0,0,91,0,0,0
"insert into trip  ( slight, organized, duck )  values  ( 'made', 'previous', 'gather' )  ",0,89,14,6,0,14,0,0,14,0,0,0,0,0,57,0,0,0
"   select slipped, sister, street from exactly where blood  is null",0,67,10,0,0,2,0,0,10,0,0,0,1,0,52,0,1,1
"   select flame, shaking, gulffrom buried where realize  is not null",0,68,10,0,0,2,0,0,10,0,1,0,1,0,53,0,1,1
"  update bent set compare =  'arrive', city =  'provide' where chart =  spin",0,76,13,4,0,8,0,0,13,0,0,0,0,0,51,0,1,0
 update everybody set wise = 'rapidly'where discover = 'pattern',0,64,9,4,0,6,0,0,9,0,0,0,0,0,49,0,0,0
select * from production,0,24,4,0,0,1,0,0,3,0,0,1,0,0,20,0,0,1
delete from cloud where young = 'country',0,41,7,2,0,3,0,0,6,0,0,0,0,0,32,0,0,0
delete from label,0,17,3,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
select balloon ( s )  from correctly,0,36,7,0,0,2,0,0,6,0,0,0,0,0,27,0,0,1
select * from  ( select night from stick ) ,0,43,9,0,0,3,0,0,9,0,0,1,0,0,30,0,0,2
select top 3 * from perfectly,0,29,6,0,0,1,0,0,5,0,0,1,0,0,22,1,0,2
select * from nature 3,0,22,5,0,0,1,0,0,4,0,0,1,0,0,16,1,0,1
select top 50 percent * from widely,0,35,7,0,0,1,0,0,6,0,0,1,0,0,26,2,0,2
select * from forest fetch first 50 percent rows only,0,53,10,0,0,1,0,0,9,0,0,1,0,0,41,2,0,3
select top 3 * from function where sink = 'wait',0,48,10,2,0,4,0,0,9,0,0,1,0,0,34,1,0,2
select * from ourselves where sad = 'select' limit 3,0,52,10,2,0,4,0,0,9,0,0,1,0,0,38,1,0,1
select * from bit where voice = 'golden' fetch first 3 rows only,0,64,13,2,0,4,0,0,12,0,0,1,0,0,47,1,0,3
select min ( deeply )  as speak from lion,0,41,9,0,0,2,0,0,8,0,0,0,0,0,30,0,0,1
select min ( wooden )  as sight from valuable,0,45,9,0,0,2,0,0,8,0,0,0,0,0,34,0,0,1
select * from  ( select locate from root ) ,0,43,9,0,0,3,0,0,9,0,0,1,0,0,30,0,0,2
select top 3 * from sharp select * from quarter 3select * from football,0,71,14,0,0,3,0,0,13,0,0,3,0,0,53,2,0,3
select * from least 3 select * from love,0,40,9,0,0,2,0,0,8,0,0,2,0,0,29,1,0,2
select * from successful fetch first 3 rows only select top 50 percent * from capital,0,85,16,0,0,2,0,0,15,0,0,2,0,0,65,3,0,5
select top 50 percent * from hidden select * from labor fetch first 50 percent rows onlyselect top 3 * from pictured,0,116,22,0,0,3,0,0,21,0,0,3,0,0,87,5,0,6
select * from mill fetch first 50 percent rows onlyselect top 3 * from power,0,76,15,0,0,2,0,0,14,0,0,2,0,0,57,3,0,4
select top 3 * from belong where old = 'closer' select * from him,0,65,14,2,0,5,0,0,13,0,0,2,0,0,46,1,0,3
select * from universe where clothes = 'catch' limit 3,0,54,10,2,0,4,0,0,9,0,0,1,0,0,40,1,0,1
select * from branch where result = 'window' fetch first 3 rows only,0,68,13,2,0,4,0,0,12,0,0,1,0,0,51,1,0,3
select avg ( dropped ) from worth,0,33,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2
select * from modern where heavy not like '[quarter]%',0,54,9,2,0,6,0,0,8,1,1,1,0,0,40,0,0,1
select avg ( never ) from oxygen select sum ( foot ) ,0,53,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
select avg ( court ) from yourself select sum ( success ) ,0,58,12,0,0,4,0,0,12,0,0,0,0,0,42,0,0,4
select avg ( myself )  from phrase  select sum ( track ) ,0,57,12,0,0,4,0,0,12,0,0,0,0,0,39,0,0,4
select count ( beauty ) from per,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select count ( point ) from fact,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select avg ( visitor ) from dinner,0,34,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
select * from flew where flame not like 'of%',0,45,9,2,0,4,0,0,8,1,1,1,0,0,33,0,0,1
select * from courage where unknown like '%steep%',0,50,8,2,0,5,0,0,7,2,0,1,0,0,38,0,0,1
select * from clothes  where principle not like '[follow]%',0,59,9,2,0,6,0,0,8,1,1,1,0,0,44,0,0,1
"  select * from cat where member in  ( 'sum', 'harbor', 'edge' )  ",0,66,12,6,0,11,0,0,13,0,0,1,0,0,39,0,0,1
"  select * from trace where slave not in  ( 'light', 'tax', 'bite' )  ",0,70,13,6,0,11,0,0,14,0,1,1,0,0,42,0,0,1
select * from private where mental in  ( select thousand from silence ) ,0,72,13,0,0,3,0,0,13,0,0,1,0,0,55,0,0,2
select * from nervous where burn  between 10 and 20,0,51,10,0,0,1,0,0,9,0,1,1,0,0,36,4,0,1
select * from receive where price not between 10 and 20,0,55,11,0,0,1,0,0,10,0,2,1,0,0,40,4,0,1
select * from independent where below between 'go' and 'visitor',0,64,10,4,0,5,0,0,9,0,1,1,0,0,50,0,0,1
"select * from around where laugh between ""research"" and    ""greatly""",0,68,10,0,4,5,0,0,9,0,1,1,0,0,51,0,0,1
select * from sugar where send not between 'everybody' and 'not',0,64,11,4,0,5,0,0,10,0,2,1,0,0,49,0,0,1
select * from outer where great between doing09/01/1996kind and image15/31/1996oxygen,0,85,10,0,0,5,0,0,9,0,1,5,0,0,55,16,0,1
select * from industry where lunch between '1996-07-01' and '1996-07-31',0,72,10,4,0,9,0,0,9,0,1,5,0,0,38,16,0,1
select avg ( beginning ) from lower select sum ( exchange ) ,0,60,12,0,0,4,0,0,12,0,0,0,0,0,44,0,0,4
select count ( broke )  from zulu,0,33,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select count ( incomeid ) from introduced,0,41,7,0,0,2,0,0,6,0,0,0,0,0,33,0,0,2
select * from dark where physical between '1996-07-01' and '1996-07-31',0,71,10,4,0,9,0,0,9,0,1,5,0,0,37,16,0,1
"  select milkid as id, at as spin from object",0,45,9,0,0,1,0,0,9,0,0,0,0,0,34,0,0,1
"  select driverid as id, string as year from event",0,50,9,0,0,1,0,0,9,0,0,0,0,0,39,0,0,1
"  select crop as suit, about as [listen]  from throat",0,53,9,0,0,3,0,0,9,0,0,0,0,0,39,0,0,1
"   select stranger, adult+ ', ' + few+ ' ' + yet+ ', ' + chair as friendly  from properly",0,89,19,6,0,15,0,0,19,0,0,6,0,0,52,0,0,1
select doubt ( s ) from copy inner join,0,39,9,0,0,2,0,0,8,0,0,0,0,0,29,0,0,2
"   select ride,protection,beauty,horn,native     (  (  finger join bad on play.review =  paper.hit )   inner join spokenon orders.income =  instant.appliedid ) ",0,160,19,0,0,14,0,0,20,0,0,0,0,0,114,0,0,3
select see ( s )  from breathing left join,0,42,9,0,0,2,0,0,8,0,0,0,0,0,31,0,0,2
"  select library,making,fed from spoken left join orders on slope.begunid =  lesson.transportation order by split.row",0,117,14,0,0,6,0,0,14,0,0,0,0,0,95,0,0,3
select look ( s from mostly right join,0,38,8,0,0,1,0,0,7,0,0,0,0,0,30,0,0,2
"  select orders.opportunityrid, employees.oxygen, employees.heard from ordersright join employees on orders.employeeid  =  employees.findid order by orders.windowid",0,164,15,0,0,9,0,0,15,0,0,0,0,0,137,0,0,3
select lost ( s )  from structure full outer join,0,49,10,0,0,2,0,0,9,0,0,0,0,0,37,0,0,2
" select column_name ( s )  from break,widely",0,44,7,0,0,4,0,0,7,0,0,0,0,0,32,0,0,1
select invented ( s )  from rays union,0,38,8,0,0,2,0,0,7,0,0,0,0,0,28,0,0,1
select television ( s )  from bill select transportation ( s ) ,0,63,12,0,0,4,0,0,12,0,0,0,0,0,46,0,0,2
select area ( s )  from seems union all,0,39,9,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1
select spirit ( s )  from usually select college from father,0,60,11,0,0,2,0,0,10,0,0,0,0,0,47,0,0,2
select sure from silent union select sides from excellent order by wing,0,71,12,0,0,0,0,0,11,0,0,0,0,0,60,0,0,3
select brave from tongue union all select ought from business order by specific,0,79,13,0,0,0,0,0,12,0,0,0,0,0,67,0,0,3
"  select rule,cave from agree where naturally = 'package' union select specific, remain from paragraph",0,102,14,2,0,5,0,0,14,0,0,0,0,0,82,0,0,2
"   select count ( additional ) , listen from believed by sort",0,61,11,0,0,3,0,0,11,0,0,0,0,0,45,0,0,2
"   select employees.cat, count ( orders.doorid )  as newspaperfrom    ( ordersinner join hand on orders.droveid  =  employees.fartherid ) ",0,138,17,0,0,10,0,0,18,0,0,0,0,0,102,0,0,3
select * from shoe fetch first 50 percent rows only,0,51,10,0,0,1,0,0,9,0,0,1,0,0,39,2,0,3
select bill,0,11,2,0,0,0,0,0,1,0,0,0,0,0,10,0,0,1
select * from color,0,19,4,0,0,1,0,0,3,0,0,1,0,0,15,0,0,1
select yes from regular,0,23,4,0,0,0,0,0,3,0,0,0,0,0,20,0,0,1
select distinct fifth from bar,0,30,5,0,0,0,0,0,4,0,0,0,0,0,26,0,0,1
select count ( distinct purple )  from even,0,43,8,0,0,2,0,0,7,0,0,0,0,0,33,0,0,2
select count ( * )  as discover,0,31,7,0,0,3,0,0,6,0,0,1,0,0,21,0,0,2
from  ( select distinct therefore from recall ) ,0,48,8,0,0,2,0,0,8,0,0,0,0,0,37,0,0,1
select * from pretty,0,20,4,0,0,1,0,0,3,0,0,1,0,0,16,0,0,1
select * from hole where son = 'wish',0,37,8,2,0,4,0,0,7,0,0,1,0,0,26,0,0,1
select * from swing where sold = 'element',0,42,8,2,0,4,0,0,7,0,0,1,0,0,31,0,0,1
select * from nearby  where went = she,0,38,8,0,0,2,0,0,7,0,0,1,0,0,28,0,0,1
select * from worse where herself = 'although'  and city = 'farm',0,65,12,4,0,7,0,0,11,0,1,1,0,0,46,0,0,1
select * from lucky where young = 'slide'  or many = 'twelve',0,61,12,4,0,7,0,0,11,0,1,1,0,0,42,0,0,1
select * from snow where rising = 'stand'  or better = 'bear',0,61,12,4,0,7,0,0,11,0,1,1,0,0,42,0,0,1
select * from child where    not blow = 'flight',0,48,9,2,0,4,0,0,8,0,1,1,0,0,33,0,0,1
select * from courage where method = 'tobacco'  and  ( wonderful = 'tool' or best = 'laid' ) ,0,93,18,6,0,12,0,0,18,0,2,1,0,0,61,0,0,1
select * from planned where not ourselves = 'nervous'  and not open = 'particular',0,82,14,4,0,7,0,0,13,0,2,1,0,0,61,0,0,1
select * from clearly order by planning,0,39,7,0,0,1,0,0,6,0,0,1,0,0,32,0,0,2
select * from vast order by forest desc,0,39,8,0,0,1,0,0,7,0,0,1,0,0,31,0,0,2
" select * from section order by wing, himself",0,45,8,0,0,2,0,0,8,0,0,1,0,0,35,0,0,2
" select * from mostly order by useful asc, arrive desc",0,54,10,0,0,2,0,0,10,0,0,1,0,0,42,0,0,2
"insert into vote ( frame, more, from, date, simple, children )  values  ( 'stand', 'love'. upon', 'mill', 'if', 'system', 'deep' )  ",0,132,21,13,0,28,0,0,21,0,0,0,0,0,80,0,0,0
"insert into arrow  ( instant, expression, lungs )  values  ( 'thin', 'mixture', 'former' )  ",0,92,14,6,0,14,0,0,14,0,0,0,0,0,60,0,0,0
"   select market, ever, control from slope where material  is null",0,66,10,0,0,2,0,0,10,0,0,0,1,0,51,0,1,1
"   select bee, level, insidefrom none where top  is not null",0,60,10,0,0,2,0,0,10,0,1,0,1,0,45,0,1,2
"  update hat set fuel =  'meat', city =  'differ' where signal =  root",0,70,13,4,0,8,0,0,13,0,0,0,0,0,45,0,0,0
 update visit set differ = 'wash'where drive = 'goes',0,53,9,4,0,6,0,0,9,0,0,0,0,0,38,0,0,0
select * from meet,0,18,4,0,0,1,0,0,3,0,0,1,0,0,14,0,0,1
delete from somehow where factor = 'fruit',0,42,7,2,0,3,0,0,6,0,0,0,0,0,33,0,0,0
delete from eight,0,17,3,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0
select storm ( s )  from hung,0,29,7,0,0,2,0,0,6,0,0,0,0,0,20,0,0,1
select * from  ( select drove from check ) ,0,43,9,0,0,3,0,0,9,0,0,1,0,0,30,0,0,2
select top 3 * from magic,0,25,6,0,0,1,0,0,5,0,0,1,0,0,18,1,0,2
select * from sad 3,0,19,5,0,0,1,0,0,4,0,0,1,0,0,13,1,0,1
select * from compound fetch first 3 rows only,0,46,9,0,0,1,0,0,8,0,0,1,0,0,36,1,0,3
select top 50 percent * from popular,0,36,7,0,0,1,0,0,6,0,0,1,0,0,27,2,0,2
select * from limited fetch first 50 percent rows only,0,54,10,0,0,1,0,0,9,0,0,1,0,0,42,2,0,3
select top 3 * from face where coming = 'suggest',0,49,10,2,0,4,0,0,9,0,0,1,0,0,35,1,0,2
select * from negative where poor = 'third' limit 3,0,51,10,2,0,4,0,0,9,0,0,1,0,0,37,1,0,1
select * from stop where diameter = 'was' fetch first 3 rows only,0,65,13,2,0,4,0,0,12,0,0,1,0,0,48,1,0,3
select min ( standard )  as movie from smaller,0,46,9,0,0,2,0,0,8,0,0,0,0,0,35,0,0,1
select min ( create )  as rate from ago,0,39,9,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1
select * from  ( select bridge from system ) ,0,45,9,0,0,3,0,0,9,0,0,1,0,0,32,0,0,2
select top 3 * from managed select * from upon 3select * from down,0,66,14,0,0,3,0,0,13,0,0,3,0,0,48,2,0,3
select * from thee 3 select * from molecular,0,44,9,0,0,2,0,0,8,0,0,2,0,0,33,1,0,2
select * from strike fetch first 3 rows only select top 50 percent * from breathe,0,81,16,0,0,2,0,0,15,0,0,2,0,0,61,3,0,5
select top 50 percent * from coming select * from location fetch first 50 percent rows onlyselect top 3 * from found,0,116,22,0,0,3,0,0,21,0,0,3,0,0,87,5,0,6
select * from underline fetch first 50 percent rows onlyselect top 3 * from pain,0,80,15,0,0,2,0,0,14,0,0,2,0,0,61,3,0,4
select top 3 * from perhaps where coming = 'telephone' select * from nearest,0,76,14,2,0,5,0,0,13,0,0,2,0,0,57,1,0,3
select * from all where solution = 'press' limit 3,0,50,10,2,0,4,0,0,9,0,0,1,0,0,36,1,0,1
select * from pair where your = 'corn' fetch first 3 rows only,0,62,13,2,0,4,0,0,12,0,0,1,0,0,45,1,0,3
select avg ( shelf ) from sister,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select * from age where planet not like '[bee]%',0,48,9,2,0,6,0,0,8,1,1,1,0,0,34,0,0,1
select avg ( sick ) from forgot select sum ( band ) ,0,52,12,0,0,4,0,0,12,0,0,0,0,0,36,0,0,4
select avg ( somehow ) from make select sum ( shade ) ,0,54,12,0,0,4,0,0,12,0,0,0,0,0,38,0,0,4
select avg ( thread )  from money  select sum ( name ) ,0,55,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
select count ( particular ) from kitchen,0,40,7,0,0,2,0,0,6,0,0,0,0,0,32,0,0,2
select count ( lot ) from people,0,32,7,0,0,2,0,0,6,0,0,0,0,0,24,0,0,2
select avg ( drink ) from century,0,33,7,0,0,2,0,0,6,0,0,0,0,0,25,0,0,2
select * from parallel where eventually not like 'parts%',0,57,9,2,0,4,0,0,8,1,1,1,0,0,45,0,0,1
select * from softly where correctly like '%luck%',0,50,8,2,0,5,0,0,7,2,0,1,0,0,38,0,0,1
select * from strike  where sun not like '[source]%',0,52,9,2,0,6,0,0,8,1,1,1,0,0,37,0,0,1
"  select * from any where new in  ( 'wait', 'lion', 'planet' )  ",0,64,12,6,0,11,0,0,13,0,0,1,0,0,37,0,0,1
"  select * from double where plane not in  ( 'what', 'thus', 'travel' )  ",0,73,13,6,0,11,0,0,14,0,1,1,0,0,45,0,0,1
select * from silent where cover in  ( select bet from bet ) ,0,61,13,0,0,3,0,0,13,0,0,1,0,0,44,0,0,2
select * from attention where task  between 10 and 20,0,53,10,0,0,1,0,0,9,0,1,1,0,0,38,4,0,1
select * from dream where value between 'news' and 'mud',0,56,10,4,0,5,0,0,9,0,1,1,0,0,42,0,0,1
"select * from attack where walk between ""jet"" and    ""dog""",0,58,10,0,4,5,0,0,9,0,1,1,0,0,41,0,0,1
select * from several where instance not between 'lay' and 'ran',0,64,11,4,0,5,0,0,10,0,2,1,0,0,49,0,0,1
select * from better where cheese between vertical09/01/1996hurried and organized15/31/1996truck,0,96,10,0,0,5,0,0,9,0,1,5,0,0,66,16,0,1
select * from gather where watch between '1996-07-01' and '1996-07-31',0,70,10,4,0,9,0,0,9,0,1,5,0,0,36,16,0,1
select avg ( pattern ) from pink select sum ( soon ) ,0,53,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,4
select count ( fish )  from tobacco,0,35,7,0,0,2,0,0,6,0,0,0,0,0,26,0,0,2
select count ( seedid ) from return,0,35,7,0,0,2,0,0,6,0,0,0,0,0,27,0,0,2
select avg ( price ) from able,0,30,7,0,0,2,0,0,6,0,0,0,0,0,22,0,0,2
select * from seen where listen between '1996-07-01' and '1996-07-31',0,69,10,4,0,9,0,0,9,0,1,5,0,0,35,16,0,1
"  select fullid as id, whether as exercise from speech",0,54,9,0,0,1,0,0,9,0,0,0,0,0,43,0,0,1
"  select fewid as id, office as massage from mark",0,49,9,0,0,1,0,0,9,0,0,0,0,0,38,0,0,1
"  select saddle as closer, promised as [mind]  from fireplace",0,61,9,0,0,3,0,0,9,0,0,0,0,0,47,0,0,1
"   select pond, heading+ ', ' + army+ ' ' + wealth+ ', ' + particles as star  from using",0,88,19,6,0,15,0,0,19,0,0,6,0,0,51,0,0,1
select hair ( s ) from drove inner join,0,39,9,0,0,2,0,0,8,0,0,0,0,0,29,0,0,2
"   select hurried,bet,copy,happy,field     (  (  automobile join duck on stone.early =  powder.record )   inner join cowon orders.why =  tent.strawid ) ",0,152,19,0,0,14,0,0,20,0,0,0,0,0,106,0,0,3
select enter ( s )  from funny left join,0,40,9,0,0,2,0,0,8,0,0,0,0,0,29,0,0,2
"  select add,putting,frame from clean left join orders on recently.courseid =  cage.thirty order by planet.though",0,113,14,0,0,6,0,0,14,0,0,0,0,0,91,0,0,3
select report ( s from anyway right join,0,40,8,0,0,1,0,0,7,0,0,0,0,0,32,0,0,2
"  select orders.finestrid, employees.ride, employees.partly from ordersright join employees on orders.employeeid  =  employees.partid order by orders.keyid",0,155,15,0,0,9,0,0,15,0,0,0,0,0,128,0,0,3
select dress ( s )  from fence full outer join,0,46,10,0,0,2,0,0,9,0,0,0,0,0,34,0,0,2
" select column_name ( s )  from laid,life",0,41,7,0,0,4,0,0,7,0,0,0,0,0,29,0,0,1
select north ( s )  from team union,0,35,8,0,0,2,0,0,7,0,0,0,0,0,25,0,0,1
select essential ( s )  from like select forgot ( s ) ,0,54,12,0,0,4,0,0,12,0,0,0,0,0,37,0,0,2
select within ( s )  from map union all,0,39,9,0,0,2,0,0,8,0,0,0,0,0,28,0,0,1
select joy ( s )  from belt select surrounded from driving,0,58,11,0,0,2,0,0,10,0,0,0,0,0,45,0,0,2
select tears from people union select aware from directly order by settle,0,73,12,0,0,0,0,0,11,0,0,0,0,0,62,0,0,3
select president from any union all select this from sunlight order by driver,0,77,13,0,0,0,0,0,12,0,0,0,0,0,65,0,0,3
"  select my,spoken from record where music = 'cross' union select lion, make from tight",0,87,14,2,0,5,0,0,14,0,0,0,0,0,67,0,0,2
"   select count ( about ) , sunlight from anywhere by together",0,62,11,0,0,3,0,0,11,0,0,0,0,0,46,0,0,2
"   select employees.frog, count ( orders.instantid )  as catfrom    ( ordersinner join refused on orders.stillid  =  employees.medicineid ) ",0,140,17,0,0,10,0,0,18,0,0,0,0,0,104,0,0,3
select * from morning fetch first 50 percent rows only,0,54,10,0,0,1,0,0,9,0,0,1,0,0,42,2,0,3
select tightly,0,14,2,0,0,0,0,0,1,0,0,0,0,0,13,0,0,1
select * from place,0,19,4,0,0,1,0,0,3,0,0,1,0,0,15,0,0,1
select cover from building,0,26,4,0,0,0,0,0,3,0,0,0,0,0,23,0,0,1
select distinct art from if,0,27,5,0,0,0,0,0,4,0,0,0,0,0,23,0,0,1
select count ( distinct kitchen )  from tired,0,45,8,0,0,2,0,0,7,0,0,0,0,0,35,0,0,2
select count ( * )  as shells,0,29,7,0,0,3,0,0,6,0,0,1,0,0,19,0,0,2
from  ( select distinct airplane from flow ) ,0,45,8,0,0,2,0,0,8,0,0,0,0,0,34,0,0,1
select * from atmosphere,0,24,4,0,0,1,0,0,3,0,0,1,0,0,20,0,0,1
select * from swing where cross = 'straight',0,44,8,2,0,4,0,0,7,0,0,1,0,0,33,0,0,1
select * from forward where bark = 'express',0,44,8,2,0,4,0,0,7,0,0,1,0,0,33,0,0,1
select * from spread  where curious = slow,0,42,8,0,0,2,0,0,7,0,0,1,0,0,32,0,0,1
select * from rhythm where strength = 'widely'  and city = 'supply',0,67,12,4,0,7,0,0,11,0,1,1,0,0,48,0,0,1
select * from immediately where face = 'home'  or death = 'class',0,65,12,4,0,7,0,0,11,0,1,1,0,0,46,0,0,1
select * from pan where thumb = 'fair'  or nature = 'pole',0,58,12,4,0,7,0,0,11,0,1,1,0,0,39,0,0,1
select * from outline where    not division = 'loose',0,53,9,2,0,4,0,0,8,0,1,1,0,0,38,0,0,1
select * from something where stock = 'let'  and  ( take = 'hearing' or engine = 'ants' ) ,0,90,18,6,0,12,0,0,18,0,2,1,0,0,58,0,0,1
select * from day where not powerful = 'married'  and not stepped = 'plan',0,74,14,4,0,7,0,0,13,0,2,1,0,0,53,0,0,1
select * from danger order by wealth,0,36,7,0,0,1,0,0,6,0,0,1,0,0,29,0,0,2
select * from putting order by south desc,0,41,8,0,0,1,0,0,7,0,0,1,0,0,33,0,0,2
" select * from alone order by mind, two",0,39,8,0,0,2,0,0,8,0,0,1,0,0,29,0,0,2
" select * from doctor order by public asc, mirror desc",0,54,10,0,0,2,0,0,10,0,0,1,0,0,42,0,0,2
"insert into nice ( plan, soft, paint, continent, appearance, handsome )  values  ( 'sink', 'win'. ask', 'twice', 'importance', 'foreign', 'in' )  ",0,146,21,13,0,28,0,0,21,0,0,0,0,0,94,0,0,0
"insert into bee  ( related, return, either )  values  ( 'wear', 'matter', 'blue' )  ",0,84,14,6,0,14,0,0,14,0,0,0,0,0,52,0,0,0
"   select share, spider, plates from easy where making  is null",0,63,10,0,0,2,0,0,10,0,0,0,1,0,48,0,1,1
"   select identity, applied, laidfrom strip where mathematics  is not null",0,74,10,0,0,2,0,0,10,0,1,0,1,0,59,0,1,1
"  update brought set again =  'center', city =  'father' where tongue =  grown",0,78,13,4,0,8,0,0,13,0,0,0,0,0,53,0,0,0
 update alphabet set colony = 'cutting'where taken = 'stems',0,60,9,4,0,6,0,0,9,0,0,0,0,0,45,0,0,0
select * from material,0,22,4,0,0,1,0,0,3,0,0,1,0,0,18,0,0,1
delete from coming where stronger = 'excited',0,45,7,2,0,3,0,0,6,0,0,0,0,0,36,0,0,0
delete from at,0,14,3,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0
select improve ( s )  from cave,0,31,7,0,0,2,0,0,6,0,0,0,0,0,22,0,0,1
select * from  ( select compare from private ) ,0,47,9,0,0,3,0,0,9,0,0,1,0,0,34,0,0,2
select * from habit 3,0,21,5,0,0,1,0,0,4,0,0,1,0,0,15,1,0,1
select * from grain fetch first 3 rows only,0,43,9,0,0,1,0,0,8,0,0,1,0,0,33,1,0,3
select top 50 percent * from customs,0,36,7,0,0,1,0,0,6,0,0,1,0,0,27,2,0,2
select * from trap fetch first 50 percent rows only,0,51,10,0,0,1,0,0,9,0,0,1,0,0,39,2,0,3
select top 3 * from human where could = 'pretty',0,48,10,2,0,4,0,0,9,0,0,1,0,0,34,1,0,2
select * from ring where bring = 'around' limit 3,0,49,10,2,0,4,0,0,9,0,0,1,0,0,35,1,0,1
select * from coal where foot = 'above' fetch first 3 rows only,0,63,13,2,0,4,0,0,12,0,0,1,0,0,46,1,0,3
